Cust_name,cust_id,sku_code,product_qty,facility_code,sales_value,product_price,total_qty,sales_date
Judy Garcia,CUST_0062,BGT_SKU_060,2,WH-BLR,2934.08,1467.04,2,12-05-2025
Quinn Johnson,CUST_0380,BGT_SKU_056,5,WH-KOL,8955.75,1791.15,5,12-05-2025
Mia Martin,CUST_0343,BGT_SKU_092,2,WH-KOL,6509,3254.5,2,12-05-2025
Bob Jones,CUST_0452,BGT_SKU_025,5,WH-KOL,13734.05,2746.81,5,12-05-2025
Heidi Martinez,CUST_0218,BGT_SKU_040,2,WH-MUM,5173.5,2586.75,2,12-05-2025
Kelly Jones,CUST_0497,BGT_SKU_075,3,WH-BLR,9763.65,3254.55,3,12-05-2025
Uma Hernandez,CUST_0481,BGT_SKU_076,3,WH-KOL,4601.25,1533.75,3,12-05-2025
Eve Johnson,CUST_0275,BGT_SKU_011,3,WH-GGN,5758.89,1919.63,3,12-05-2025
Grace King,CUST_0468,BGT_SKU_010,5,WH-GGN,13520.85,2704.17,5,12-05-2025
Alice Harris,CUST_0141,BGT_SKU_045,5,WH-BLR,6308.2,1261.64,5,12-05-2025
Grace Johnson,CUST_0088,BGT_SKU_030,2,WH-BLR,6980.04,3490.02,2,12-05-2025
Liam Miller,CUST_0152,BGT_SKU_051,3,WH-GGN,7071.45,2357.15,3,12-05-2025
Peter Hernandez,CUST_0011,BGT_SKU_052,4,WH-KOL,9888.36,2472.09,4,12-05-2025
Quinn Young,CUST_0183,BGT_SKU_071,4,WH-GGN,4345.04,1086.26,4,12-05-2025
Sam Wright,CUST_0124,BGT_SKU_047,3,WH-MUM,9358.83,3119.61,3,12-05-2025
Rachel White,CUST_0063,BGT_SKU_074,4,WH-GGN,13641.92,3410.48,4,12-05-2025
Kelly Smith,CUST_0021,BGT_SKU_025,2,WH-KOL,5493.62,2746.81,2,12-05-2025
Liam Hernandez,CUST_0203,BGT_SKU_094,3,WH-BLR,4439.37,1479.79,3,12-05-2025
Yara King,CUST_0024,BGT_SKU_041,3,WH-GGN,4612.83,1537.61,3,12-05-2025
Yara Thomas,CUST_0099,BGT_SKU_031,1,WH-MUM,525.59,525.59,1,12-05-2025
Mia Martin,CUST_0343,BGT_SKU_087,4,WH-KOL,8481.12,2120.28,4,12-05-2025
Olivia Gonzalez,CUST_0066,BGT_SKU_046,5,WH-MUM,2581.3,516.26,5,12-05-2025
Uma Wright,CUST_0211,BGT_SKU_008,3,WH-GGN,5022.33,1674.11,3,12-05-2025
Wendy Martinez,CUST_0500,BGT_SKU_049,4,WH-GGN,12240.84,3060.21,4,12-05-2025
Victor Wright,CUST_0173,BGT_SKU_078,5,WH-BLR,7069.15,1413.83,5,12-05-2025
Olivia Anderson,CUST_0237,BGT_SKU_021,4,WH-KOL,10172.76,2543.19,4,12-05-2025
Yara Allen,CUST_0495,BGT_SKU_025,2,WH-BLR,5493.62,2746.81,2,12-05-2025
Rachel Smith,CUST_0389,BGT_SKU_045,1,WH-GGN,1261.64,1261.64,1,12-05-2025
Heidi King,CUST_0143,BGT_SKU_096,1,WH-KOL,1068.85,1068.85,1,12-05-2025
Frank Thompson,CUST_0438,BGT_SKU_054,4,WH-BLR,1258.36,314.59,4,12-05-2025
Mia Martin,CUST_0343,BGT_SKU_074,4,WH-MUM,13641.92,3410.48,4,12-05-2025
Eve Thompson,CUST_0437,BGT_SKU_097,5,WH-BLR,16110.55,3222.11,5,12-05-2025
Tina Harris,CUST_0250,BGT_SKU_046,1,WH-BLR,516.26,516.26,1,12-05-2025
Alice Moore,CUST_0376,BGT_SKU_007,1,WH-KOL,1498.69,1498.69,1,12-05-2025
Noah Garcia,CUST_0031,BGT_SKU_059,4,WH-BLR,11002.08,2750.52,4,12-05-2025
Liam Miller,CUST_0152,BGT_SKU_006,4,WH-GGN,4564.2,1141.05,4,12-05-2025
Victor Rodriguez,CUST_0424,BGT_SKU_049,3,WH-BLR,9180.63,3060.21,3,12-05-2025
Grace Anderson,CUST_0259,BGT_SKU_062,4,WH-BLR,2124,531,4,12-05-2025
Olivia Johnson,CUST_0171,BGT_SKU_060,1,WH-BLR,1467.04,1467.04,1,12-05-2025
Eve Miller,CUST_0385,BGT_SKU_099,5,WH-BLR,9459.75,1891.95,5,12-05-2025
Kelly King,CUST_0226,BGT_SKU_003,4,WH-KOL,6753.44,1688.36,4,12-05-2025
Charlie Johnson,CUST_0154,BGT_SKU_003,2,WH-KOL,3376.72,1688.36,2,12-05-2025
Frank Wright,CUST_0065,BGT_SKU_026,2,WH-GGN,512.38,256.19,2,12-05-2025
Frank Gonzalez,CUST_0236,BGT_SKU_091,4,WH-BLR,12881.56,3220.39,4,12-05-2025
Victor King,CUST_0074,BGT_SKU_029,5,WH-KOL,6296.8,1259.36,5,12-05-2025
Charlie Jackson,CUST_0110,BGT_SKU_050,5,WH-GGN,13429.25,2685.85,5,12-05-2025
Sam Smith,CUST_0215,BGT_SKU_031,3,WH-GGN,1576.77,525.59,3,13-05-2025
David Hernandez,CUST_0103,BGT_SKU_021,5,WH-MUM,12715.95,2543.19,5,13-05-2025
Quinn Allen,CUST_0223,BGT_SKU_052,4,WH-GGN,9888.36,2472.09,4,13-05-2025
Judy Smith,CUST_0375,BGT_SKU_001,4,WH-KOL,7251.76,1812.94,4,13-05-2025
Liam Wright,CUST_0409,BGT_SKU_010,3,WH-KOL,8112.51,2704.17,3,13-05-2025
Mia Anderson,CUST_0097,BGT_SKU_016,1,WH-BLR,2456.07,2456.07,1,13-05-2025
Zoe Brown,CUST_0405,BGT_SKU_077,2,WH-MUM,609.02,304.51,2,13-05-2025
Judy Martinez,CUST_0307,BGT_SKU_030,2,WH-MUM,6980.04,3490.02,2,13-05-2025
Quinn Allen,CUST_0368,BGT_SKU_014,5,WH-MUM,13592.6,2718.52,5,13-05-2025
Wendy Garcia,CUST_0359,BGT_SKU_055,5,WH-KOL,14287.25,2857.45,5,13-05-2025
Olivia Anderson,CUST_0288,BGT_SKU_038,4,WH-GGN,4921.84,1230.46,4,13-05-2025
David King,CUST_0042,BGT_SKU_026,3,WH-BLR,768.57,256.19,3,13-05-2025
Liam Johnson,CUST_0446,BGT_SKU_029,1,WH-BLR,1259.36,1259.36,1,13-05-2025
Victor Anderson,CUST_0423,BGT_SKU_078,2,WH-BLR,2827.66,1413.83,2,13-05-2025
Alice Miller,CUST_0116,BGT_SKU_071,5,WH-MUM,5431.3,1086.26,5,13-05-2025
Mia Hernandez,CUST_0290,BGT_SKU_060,5,WH-GGN,7335.2,1467.04,5,13-05-2025
David Williams,CUST_0069,BGT_SKU_046,2,WH-MUM,1032.52,516.26,2,13-05-2025
Rachel Hernandez,CUST_0225,BGT_SKU_057,1,WH-BLR,2914.26,2914.26,1,13-05-2025
Sam Allen,CUST_0264,BGT_SKU_032,3,WH-GGN,9891.27,3297.09,3,13-05-2025
Kelly Moore,CUST_0198,BGT_SKU_041,4,WH-MUM,6150.44,1537.61,4,13-05-2025
Wendy Brown,CUST_0303,BGT_SKU_046,1,WH-KOL,516.26,516.26,1,13-05-2025
Uma King,CUST_0465,BGT_SKU_086,1,WH-GGN,2356.52,2356.52,1,13-05-2025
Liam Anderson,CUST_0362,BGT_SKU_025,5,WH-MUM,13734.05,2746.81,5,13-05-2025
Sam Garcia,CUST_0300,BGT_SKU_071,3,WH-GGN,3258.78,1086.26,3,13-05-2025
Kelly King,CUST_0226,BGT_SKU_026,2,WH-MUM,512.38,256.19,2,13-05-2025
Sam White,CUST_0338,BGT_SKU_059,5,WH-GGN,13752.6,2750.52,5,13-05-2025
Zoe Lopez,CUST_0131,BGT_SKU_053,1,WH-GGN,1504.32,1504.32,1,13-05-2025
Grace Williams,CUST_0163,BGT_SKU_031,3,WH-GGN,1576.77,525.59,3,13-05-2025
Bob Jones,CUST_0452,BGT_SKU_037,4,WH-MUM,4715.52,1178.88,4,13-05-2025
Wendy King,CUST_0363,BGT_SKU_026,1,WH-MUM,256.19,256.19,1,13-05-2025
Frank Gonzalez,CUST_0236,BGT_SKU_023,3,WH-BLR,4235.1,1411.7,3,13-05-2025
Olivia Hernandez,CUST_0229,BGT_SKU_090,4,WH-KOL,4393.88,1098.47,4,13-05-2025
Eve Williams,CUST_0005,BGT_SKU_099,4,WH-MUM,7567.8,1891.95,4,13-05-2025
Grace Brown,CUST_0169,BGT_SKU_039,5,WH-MUM,4193.45,838.69,5,13-05-2025
Yara Brown,CUST_0196,BGT_SKU_016,3,WH-KOL,7368.21,2456.07,3,13-05-2025
Yara Gonzalez,CUST_0232,BGT_SKU_079,5,WH-MUM,1653.9,330.78,5,13-05-2025
Noah Thomas,CUST_0441,BGT_SKU_039,4,WH-BLR,3354.76,838.69,4,13-05-2025
Yara Brown,CUST_0196,BGT_SKU_011,1,WH-GGN,1919.63,1919.63,1,13-05-2025
Judy White,CUST_0262,BGT_SKU_049,1,WH-MUM,3060.21,3060.21,1,13-05-2025
Alice Thomas,CUST_0008,BGT_SKU_092,1,WH-KOL,3254.5,3254.5,1,13-05-2025
Quinn Young,CUST_0309,BGT_SKU_002,4,WH-BLR,3821.2,955.3,4,13-05-2025
Kelly Smith,CUST_0021,BGT_SKU_098,3,WH-BLR,7280.34,2426.78,3,13-05-2025
Peter Wright,CUST_0260,BGT_SKU_056,1,WH-GGN,1791.15,1791.15,1,13-05-2025
Bob Young,CUST_0261,BGT_SKU_055,2,WH-GGN,5714.9,2857.45,2,13-05-2025
Peter Thomas,CUST_0485,BGT_SKU_088,1,WH-GGN,2817.36,2817.36,1,13-05-2025
Grace Allen,CUST_0022,BGT_SKU_014,4,WH-KOL,10874.08,2718.52,4,13-05-2025
Heidi Gonzalez,CUST_0117,BGT_SKU_021,2,WH-BLR,5086.38,2543.19,2,13-05-2025
Bob Garcia,CUST_0188,BGT_SKU_074,3,WH-MUM,10231.44,3410.48,3,13-05-2025
Ivan Gonzalez,CUST_0115,BGT_SKU_010,2,WH-BLR,5408.34,2704.17,2,13-05-2025
Judy White,CUST_0366,BGT_SKU_004,1,WH-KOL,1292.66,1292.66,1,13-05-2025
Victor Allen,CUST_0081,BGT_SKU_045,1,WH-BLR,1261.64,1261.64,1,13-05-2025
David Rodriguez,CUST_0094,BGT_SKU_021,4,WH-MUM,10172.76,2543.19,4,13-05-2025
Liam Miller,CUST_0152,BGT_SKU_089,3,WH-KOL,6065.58,2021.86,3,13-05-2025
Sam Hernandez,CUST_0457,BGT_SKU_093,2,WH-KOL,6793.54,3396.77,2,13-05-2025
Rachel King,CUST_0044,BGT_SKU_017,3,WH-KOL,7393.74,2464.58,3,13-05-2025
Judy Brown,CUST_0313,BGT_SKU_041,3,WH-BLR,4612.83,1537.61,3,13-05-2025
Victor Martinez,CUST_0037,BGT_SKU_016,2,WH-KOL,4912.14,2456.07,2,13-05-2025
Heidi Gonzalez,CUST_0373,BGT_SKU_004,2,WH-GGN,2585.32,1292.66,2,13-05-2025
Quinn Thomas,CUST_0292,BGT_SKU_077,5,WH-KOL,1522.55,304.51,5,13-05-2025
Victor King,CUST_0312,BGT_SKU_081,2,WH-KOL,4224,2112,2,13-05-2025
Uma Martin,CUST_0445,BGT_SKU_002,2,WH-MUM,1910.6,955.3,2,13-05-2025
Bob Moore,CUST_0331,BGT_SKU_019,2,WH-GGN,3320.98,1660.49,2,13-05-2025
Rachel Brown,CUST_0157,BGT_SKU_077,1,WH-GGN,304.51,304.51,1,13-05-2025
Uma Jackson,CUST_0072,BGT_SKU_014,5,WH-MUM,13592.6,2718.52,5,13-05-2025
Zoe Lopez,CUST_0339,BGT_SKU_100,4,WH-GGN,6708.52,1677.13,4,13-05-2025
Heidi Johnson,CUST_0190,BGT_SKU_065,1,WH-KOL,2164.1,2164.1,1,13-05-2025
Wendy Davis,CUST_0033,BGT_SKU_037,2,WH-KOL,2357.76,1178.88,2,13-05-2025
Sam Allen,CUST_0430,BGT_SKU_074,3,WH-BLR,10231.44,3410.48,3,13-05-2025
Wendy Hernandez,CUST_0411,BGT_SKU_034,5,WH-GGN,12235.05,2447.01,5,13-05-2025
Charlie Miller,CUST_0387,BGT_SKU_096,5,WH-KOL,5344.25,1068.85,5,13-05-2025
Alice Moore,CUST_0410,BGT_SKU_043,5,WH-KOL,16181.9,3236.38,5,13-05-2025
David Anderson,CUST_0057,BGT_SKU_095,4,WH-KOL,8909.16,2227.29,4,13-05-2025
Alice Harris,CUST_0141,BGT_SKU_027,3,WH-GGN,4531.17,1510.39,3,13-05-2025
Noah Thomas,CUST_0441,BGT_SKU_084,2,WH-BLR,1369.64,684.82,2,13-05-2025
Liam Thompson,CUST_0394,BGT_SKU_022,5,WH-KOL,15542.45,3108.49,5,13-05-2025
David Thomas,CUST_0414,BGT_SKU_073,4,WH-GGN,12766.88,3191.72,4,13-05-2025
Heidi Miller,CUST_0435,BGT_SKU_038,3,WH-KOL,3691.38,1230.46,3,13-05-2025
Yara Williams,CUST_0464,BGT_SKU_005,2,WH-KOL,4548.74,2274.37,2,13-05-2025
Heidi Young,CUST_0281,BGT_SKU_089,5,WH-KOL,10109.3,2021.86,5,13-05-2025
Victor Williams,CUST_0285,BGT_SKU_022,3,WH-MUM,9325.47,3108.49,3,13-05-2025
Quinn Martin,CUST_0101,BGT_SKU_075,2,WH-GGN,6509.1,3254.55,2,13-05-2025
Zoe Thompson,CUST_0106,BGT_SKU_096,5,WH-MUM,5344.25,1068.85,5,13-05-2025
Wendy King,CUST_0363,BGT_SKU_087,1,WH-KOL,2120.28,2120.28,1,13-05-2025
Bob Garcia,CUST_0188,BGT_SKU_084,1,WH-GGN,684.82,684.82,1,13-05-2025
Kelly Wilson,CUST_0109,BGT_SKU_019,4,WH-MUM,6641.96,1660.49,4,13-05-2025
Ivan Smith,CUST_0208,BGT_SKU_003,5,WH-BLR,8441.8,1688.36,5,13-05-2025
Peter Jackson,CUST_0401,BGT_SKU_091,2,WH-MUM,6440.78,3220.39,2,13-05-2025
Wendy White,CUST_0475,BGT_SKU_036,5,WH-BLR,10479.7,2095.94,5,14-05-2025
Judy Davis,CUST_0433,BGT_SKU_059,3,WH-MUM,8251.56,2750.52,3,14-05-2025
Alice Thomas,CUST_0008,BGT_SKU_061,5,WH-KOL,14509.85,2901.97,5,14-05-2025
Bob Harris,CUST_0240,BGT_SKU_023,2,WH-MUM,2823.4,1411.7,2,14-05-2025
Heidi Wilson,CUST_0234,BGT_SKU_059,4,WH-KOL,11002.08,2750.52,4,14-05-2025
David Jones,CUST_0150,BGT_SKU_082,1,WH-BLR,3285.96,3285.96,1,14-05-2025
Sam Wright,CUST_0124,BGT_SKU_002,3,WH-KOL,2865.9,955.3,3,14-05-2025
Frank Anderson,CUST_0321,BGT_SKU_080,5,WH-BLR,2500.1,500.02,5,14-05-2025
Kelly Jones,CUST_0497,BGT_SKU_001,3,WH-MUM,5438.82,1812.94,3,14-05-2025
Charlie Martin,CUST_0378,BGT_SKU_096,1,WH-GGN,1068.85,1068.85,1,14-05-2025
Zoe Wright,CUST_0426,BGT_SKU_024,2,WH-BLR,4472.98,2236.49,2,14-05-2025
Quinn Young,CUST_0309,BGT_SKU_091,5,WH-MUM,16101.95,3220.39,5,14-05-2025
Kelly King,CUST_0170,BGT_SKU_089,1,WH-GGN,2021.86,2021.86,1,14-05-2025
Judy Davis,CUST_0433,BGT_SKU_007,5,WH-GGN,7493.45,1498.69,5,14-05-2025
Ivan Lopez,CUST_0477,BGT_SKU_068,1,WH-GGN,350.74,350.74,1,14-05-2025
Kelly Moore,CUST_0335,BGT_SKU_031,2,WH-BLR,1051.18,525.59,2,14-05-2025
Sam Johnson,CUST_0325,BGT_SKU_078,2,WH-GGN,2827.66,1413.83,2,14-05-2025
Liam Miller,CUST_0134,BGT_SKU_038,1,WH-GGN,1230.46,1230.46,1,14-05-2025
Judy White,CUST_0262,BGT_SKU_076,5,WH-MUM,7668.75,1533.75,5,14-05-2025
Ivan Gonzalez,CUST_0320,BGT_SKU_086,4,WH-MUM,9426.08,2356.52,4,14-05-2025
Bob Garcia,CUST_0494,BGT_SKU_049,3,WH-KOL,9180.63,3060.21,3,14-05-2025
Sam Wright,CUST_0086,BGT_SKU_003,1,WH-KOL,1688.36,1688.36,1,14-05-2025
Mia Brown,CUST_0421,BGT_SKU_023,2,WH-MUM,2823.4,1411.7,2,14-05-2025
Uma Smith,CUST_0206,BGT_SKU_080,1,WH-MUM,500.02,500.02,1,14-05-2025
Tina Miller,CUST_0462,BGT_SKU_045,1,WH-MUM,1261.64,1261.64,1,14-05-2025
Rachel Smith,CUST_0326,BGT_SKU_011,4,WH-BLR,7678.52,1919.63,4,14-05-2025
Xavier Garcia,CUST_0302,BGT_SKU_040,4,WH-MUM,10347,2586.75,4,14-05-2025
Liam Allen,CUST_0306,BGT_SKU_072,2,WH-GGN,5962.96,2981.48,2,14-05-2025
Frank Miller,CUST_0297,BGT_SKU_048,2,WH-KOL,3597.18,1798.59,2,14-05-2025
Olivia Miller,CUST_0490,BGT_SKU_073,2,WH-GGN,6383.44,3191.72,2,14-05-2025
Sam Wright,CUST_0086,BGT_SKU_072,3,WH-KOL,8944.44,2981.48,3,14-05-2025
Victor Martinez,CUST_0037,BGT_SKU_094,5,WH-MUM,7398.95,1479.79,5,14-05-2025
Noah Miller,CUST_0383,BGT_SKU_049,2,WH-BLR,6120.42,3060.21,2,14-05-2025
Wendy Davis,CUST_0033,BGT_SKU_069,2,WH-KOL,6762.74,3381.37,2,14-05-2025
Bob Lopez,CUST_0216,BGT_SKU_038,3,WH-GGN,3691.38,1230.46,3,14-05-2025
Rachel Gonzalez,CUST_0461,BGT_SKU_051,3,WH-KOL,7071.45,2357.15,3,14-05-2025
Quinn Jones,CUST_0270,BGT_SKU_060,2,WH-BLR,2934.08,1467.04,2,14-05-2025
Xavier Wilson,CUST_0390,BGT_SKU_033,2,WH-GGN,1726.96,863.48,2,14-05-2025
Frank Miller,CUST_0222,BGT_SKU_063,2,WH-KOL,4340.44,2170.22,2,14-05-2025
Charlie Miller,CUST_0387,BGT_SKU_058,4,WH-BLR,4126.2,1031.55,4,14-05-2025
Xavier Jackson,CUST_0444,BGT_SKU_039,3,WH-GGN,2516.07,838.69,3,14-05-2025
Eve White,CUST_0442,BGT_SKU_062,1,WH-MUM,531,531,1,14-05-2025
Ivan Thomas,CUST_0166,BGT_SKU_006,3,WH-GGN,3423.15,1141.05,3,14-05-2025
Heidi Johnson,CUST_0190,BGT_SKU_065,2,WH-GGN,4328.2,2164.1,2,14-05-2025
Grace Thompson,CUST_0487,BGT_SKU_004,4,WH-BLR,5170.64,1292.66,4,14-05-2025
Uma Jackson,CUST_0238,BGT_SKU_010,2,WH-KOL,5408.34,2704.17,2,14-05-2025
Frank Lopez,CUST_0096,BGT_SKU_017,1,WH-KOL,2464.58,2464.58,1,14-05-2025
Judy Davis,CUST_0433,BGT_SKU_024,2,WH-GGN,4472.98,2236.49,2,14-05-2025
David Harris,CUST_0479,BGT_SKU_096,2,WH-KOL,2137.7,1068.85,2,14-05-2025
Olivia Allen,CUST_0330,BGT_SKU_047,1,WH-MUM,3119.61,3119.61,1,14-05-2025
Wendy Garcia,CUST_0359,BGT_SKU_049,3,WH-MUM,9180.63,3060.21,3,14-05-2025
Alice White,CUST_0249,BGT_SKU_068,3,WH-KOL,1052.22,350.74,3,14-05-2025
Liam Miller,CUST_0134,BGT_SKU_045,2,WH-BLR,2523.28,1261.64,2,14-05-2025
Grace Wright,CUST_0404,BGT_SKU_078,3,WH-MUM,4241.49,1413.83,3,14-05-2025
Ivan Gonzalez,CUST_0115,BGT_SKU_006,3,WH-GGN,3423.15,1141.05,3,14-05-2025
Zoe Brown,CUST_0059,BGT_SKU_090,1,WH-GGN,1098.47,1098.47,1,14-05-2025
Rachel Allen,CUST_0328,BGT_SKU_036,5,WH-GGN,10479.7,2095.94,5,14-05-2025
Rachel Martinez,CUST_0194,BGT_SKU_067,5,WH-KOL,7630.3,1526.06,5,14-05-2025
Frank Wilson,CUST_0448,BGT_SKU_088,3,WH-BLR,8452.08,2817.36,3,14-05-2025
Yara Allen,CUST_0495,BGT_SKU_069,4,WH-KOL,13525.48,3381.37,4,14-05-2025
Liam Miller,CUST_0122,BGT_SKU_073,2,WH-GGN,6383.44,3191.72,2,14-05-2025
Sam Martinez,CUST_0217,BGT_SKU_033,1,WH-MUM,863.48,863.48,1,14-05-2025
Bob Gonzalez,CUST_0114,BGT_SKU_048,1,WH-BLR,1798.59,1798.59,1,14-05-2025
Eve Thompson,CUST_0388,BGT_SKU_018,3,WH-KOL,1530.03,510.01,3,14-05-2025
Charlie Wright,CUST_0489,BGT_SKU_030,5,WH-MUM,17450.1,3490.02,5,14-05-2025
Charlie Allen,CUST_0305,BGT_SKU_082,2,WH-GGN,6571.92,3285.96,2,14-05-2025
Heidi Miller,CUST_0435,BGT_SKU_100,1,WH-BLR,1677.13,1677.13,1,14-05-2025
Bob Harris,CUST_0240,BGT_SKU_060,2,WH-MUM,2934.08,1467.04,2,14-05-2025
Ivan Jones,CUST_0079,BGT_SKU_013,1,WH-BLR,2311.92,2311.92,1,14-05-2025
Kelly Moore,CUST_0093,BGT_SKU_029,3,WH-BLR,3778.08,1259.36,3,14-05-2025
Heidi Davis,CUST_0105,BGT_SKU_022,4,WH-BLR,12433.96,3108.49,4,14-05-2025
Charlie Miller,CUST_0387,BGT_SKU_048,1,WH-KOL,1798.59,1798.59,1,14-05-2025
Quinn Davis,CUST_0020,BGT_SKU_100,5,WH-GGN,8385.65,1677.13,5,14-05-2025
Xavier Lopez,CUST_0282,BGT_SKU_053,4,WH-KOL,6017.28,1504.32,4,14-05-2025
Victor Rodriguez,CUST_0424,BGT_SKU_069,2,WH-MUM,6762.74,3381.37,2,14-05-2025
Noah Moore,CUST_0407,BGT_SKU_074,4,WH-GGN,13641.92,3410.48,4,14-05-2025
Noah Thomas,CUST_0441,BGT_SKU_023,5,WH-GGN,7058.5,1411.7,5,14-05-2025
Kelly Johnson,CUST_0039,BGT_SKU_059,5,WH-BLR,13752.6,2750.52,5,14-05-2025
Uma Jones,CUST_0015,BGT_SKU_020,4,WH-BLR,9182.64,2295.66,4,14-05-2025
Rachel Smith,CUST_0389,BGT_SKU_085,1,WH-KOL,372.47,372.47,1,14-05-2025
Tina Anderson,CUST_0345,BGT_SKU_066,1,WH-MUM,1660.17,1660.17,1,14-05-2025
Judy Lopez,CUST_0151,BGT_SKU_031,4,WH-GGN,2102.36,525.59,4,14-05-2025
Victor Martinez,CUST_0153,BGT_SKU_005,2,WH-KOL,4548.74,2274.37,2,14-05-2025
Kelly Wilson,CUST_0201,BGT_SKU_019,1,WH-MUM,1660.49,1660.49,1,14-05-2025
Alice Gonzalez,CUST_0415,BGT_SKU_054,2,WH-KOL,629.18,314.59,2,14-05-2025
David King,CUST_0042,BGT_SKU_071,3,WH-BLR,3258.78,1086.26,3,14-05-2025
Quinn Davis,CUST_0020,BGT_SKU_066,4,WH-BLR,6640.68,1660.17,4,14-05-2025
Wendy Thompson,CUST_0323,BGT_SKU_038,2,WH-MUM,2460.92,1230.46,2,14-05-2025
Quinn Garcia,CUST_0125,BGT_SKU_090,4,WH-KOL,4393.88,1098.47,4,14-05-2025
Olivia Hernandez,CUST_0229,BGT_SKU_069,2,WH-MUM,6762.74,3381.37,2,14-05-2025
Sam Smith,CUST_0215,BGT_SKU_074,2,WH-MUM,6820.96,3410.48,2,14-05-2025
Frank Jackson,CUST_0162,BGT_SKU_097,3,WH-GGN,9666.33,3222.11,3,14-05-2025
Grace Brown,CUST_0169,BGT_SKU_066,4,WH-BLR,6640.68,1660.17,4,14-05-2025
Liam Jackson,CUST_0408,BGT_SKU_078,2,WH-GGN,2827.66,1413.83,2,14-05-2025
Quinn Martin,CUST_0113,BGT_SKU_046,4,WH-GGN,2065.04,516.26,4,14-05-2025
Liam Williams,CUST_0025,BGT_SKU_036,5,WH-KOL,10479.7,2095.94,5,14-05-2025
Heidi Anderson,CUST_0214,BGT_SKU_080,5,WH-MUM,2500.1,500.02,5,14-05-2025
Alice Thompson,CUST_0340,BGT_SKU_010,1,WH-MUM,2704.17,2704.17,1,14-05-2025
Bob Johnson,CUST_0186,BGT_SKU_048,2,WH-BLR,3597.18,1798.59,2,14-05-2025
Judy Garcia,CUST_0062,BGT_SKU_001,1,WH-GGN,1812.94,1812.94,0,14-05-2025
Xavier Rodriguez,CUST_0253,BGT_SKU_059,1,WH-MUM,2750.52,2750.52,1,14-05-2025
Judy Martinez,CUST_0013,BGT_SKU_070,1,WH-KOL,881.86,881.86,1,14-05-2025
Peter Wright,CUST_0260,BGT_SKU_025,1,WH-KOL,2746.81,2746.81,1,14-05-2025
Bob Hernandez,CUST_0432,BGT_SKU_045,4,WH-BLR,5046.56,1261.64,4,14-05-2025
David Davis,CUST_0179,BGT_SKU_092,2,WH-GGN,6509,3254.5,2,14-05-2025
Wendy White,CUST_0475,BGT_SKU_024,3,WH-KOL,6709.47,2236.49,3,14-05-2025
Yara Moore,CUST_0470,BGT_SKU_077,5,WH-MUM,1522.55,304.51,5,14-05-2025
Xavier Brown,CUST_0204,BGT_SKU_053,4,WH-GGN,6017.28,1504.32,4,14-05-2025
Alice Wilson,CUST_0272,BGT_SKU_082,4,WH-KOL,13143.84,3285.96,4,14-05-2025
Olivia Gonzalez,CUST_0066,BGT_SKU_018,1,WH-GGN,510.01,510.01,1,14-05-2025
Alice Gonzalez,CUST_0138,BGT_SKU_021,4,WH-GGN,10172.76,2543.19,4,14-05-2025
Yara Brown,CUST_0196,BGT_SKU_036,2,WH-KOL,4191.88,2095.94,2,14-05-2025
Quinn Young,CUST_0183,BGT_SKU_032,5,WH-KOL,16485.45,3297.09,5,14-05-2025
Peter Williams,CUST_0356,BGT_SKU_049,4,WH-MUM,12240.84,3060.21,4,14-05-2025
David Miller,CUST_0120,BGT_SKU_077,1,WH-KOL,304.51,304.51,1,14-05-2025
Wendy Anderson,CUST_0051,BGT_SKU_057,5,WH-MUM,14571.3,2914.26,5,14-05-2025
Rachel Thomas,CUST_0159,BGT_SKU_059,3,WH-GGN,8251.56,2750.52,3,14-05-2025
Quinn Rodriguez,CUST_0480,BGT_SKU_064,4,WH-BLR,6544.36,1636.09,4,14-05-2025
Sam Allen,CUST_0264,BGT_SKU_016,1,WH-GGN,2456.07,2456.07,1,14-05-2025
Alice Moore,CUST_0410,BGT_SKU_080,5,WH-MUM,2500.1,500.02,5,14-05-2025
Bob Jones,CUST_0123,BGT_SKU_035,5,WH-MUM,6971.3,1394.26,5,14-05-2025
Yara White,CUST_0233,BGT_SKU_041,5,WH-MUM,7688.05,1537.61,5,14-05-2025
Yara Davis,CUST_0142,BGT_SKU_091,3,WH-MUM,9661.17,3220.39,3,14-05-2025
Yara Moore,CUST_0470,BGT_SKU_009,4,WH-MUM,4234.36,1058.59,4,14-05-2025
Grace Martin,CUST_0016,BGT_SKU_023,3,WH-GGN,4235.1,1411.7,3,14-05-2025
David Moore,CUST_0210,BGT_SKU_016,2,WH-GGN,4912.14,2456.07,2,14-05-2025
Olivia Allen,CUST_0330,BGT_SKU_099,1,WH-GGN,1891.95,1891.95,1,14-05-2025
Sam Smith,CUST_0028,BGT_SKU_054,3,WH-BLR,943.77,314.59,3,14-05-2025
Quinn Johnson,CUST_0380,BGT_SKU_091,3,WH-GGN,9661.17,3220.39,3,14-05-2025
Judy Williams,CUST_0247,BGT_SKU_056,2,WH-MUM,3582.3,1791.15,2,14-05-2025
Xavier Martinez,CUST_0369,BGT_SKU_001,5,WH-MUM,9064.7,1812.94,5,14-05-2025
Victor Young,CUST_0280,BGT_SKU_016,4,WH-GGN,9824.28,2456.07,4,14-05-2025
Rachel Davis,CUST_0422,BGT_SKU_019,3,WH-BLR,4981.47,1660.49,3,14-05-2025
